word,ipa_toned,clean_text,category,audio_path,duration
ekyehuubo,ecehúːβo,a seat hanging from chains or ropes that swings backwards and forwards,thing,ekyehuubo.wav,0
ekyejwiso,ecejwíso,haemorrhage,thing,ekyejwiso.wav,0
ekyekango,ecekáŋo,a feeling of fear,thing,ekyekango.wav,0
ekyemerano,ecemeɾáno,inbreeding in animals,thing,ekyemerano.wav,0
ekyemeza,eceméza,a crop that grows without being planted,thing,ekyemeza.wav,0
ekyengyegyere,eceŋyeɟéɾe,milk got out of a cow immedietly after it has licked salt,thing,ekyengyegyere.wav,0
ekyengyera,eceŋyéɾa,a period of plenty especially after harvest,thing,ekyengyera.wav,0
ekyenyanja,eceɲánja,fish,thing,ekyenyanja.wav,0
ekyepe,ecépe,badge,thing,ekyepe.wav,0
ekyererezi,eceɾeɾézi,dim light,thing,ekyererezi.wav,0
ekyesherero,eceʃeɾéɾo,a place where water is drawn in a well or pond before it is poured in a trough for watering cows,thing,ekyesherero.wav,0
ekyesho,ecéʃo,especially tea seeds,thing,ekyesho.wav,0
ekyeshongoro,eceʃoŋóɾo,a song,thing,ekyeshongoro.wav,0
ekyeshusho,eceʃúʃo,image,thing,ekyeshusho.wav,0
ekyeshuuburiro,eceʃuːβuɾíɾo,sheath,thing,ekyeshuuburiro.wav,0
ekyetengo,ecetéŋo,a wish,thing,ekyetengo.wav,0
ekyeterero,eceteɾéɾo,something named after someone or something else,thing,ekyeterero.wav,0
ekyetindo,ecetíndo,suspence,thing,ekyetindo.wav,0
ekyevugo,ecevúgo,a recitation or epic,thing,ekyevugo.wav,0
ekyeya,ecéya,drought,thing,ekyeya.wav,0
ekyeyemekye,eceyeméce,illegitimate king,thing,ekyeyemekye.wav,0
ekyeyerezo,eceyeɾézo,broom,thing,ekyeyerezo.wav,0
ekyezigooro,ecezigóːɾo,round about,thing,ekyezigooro.wav,0
ekyobate,ecoβáte,sheath,thing,ekyobate.wav,0
ekyoganyanja,ecogaɲánja,a plant with pupplish flowers,thing,ekyoganyanja.wav,0
ekyogi,ecógi,blade,thing,ekyogi.wav,0
ekyogwa-ruganda,ecogwa-ɾugánda,an outcast,thing,ekyogwa-ruganda.wav,0
ekyoha,ecóha,"specimen, etc",thing,ekyoha.wav,0
ekyokyezo,ecocézo,a burning place,thing,ekyokyezo.wav,0
ekyoma,ecóma,"etc with certain characteristics, proper ties such as luster, malleability, ductility and conductivity of electricty and heat",thing,ekyoma.wav,0
ekyombeko,ecomβéko,a structure or an edifice,thing,ekyombeko.wav,0
ekyombo,ecómβo,a vessel of considerable size built for deep water navigation,thing,ekyombo.wav,0
ekyomooro,ecomóːɾo,first aid herb,thing,ekyomooro.wav,0
ekyomoozi,ecomóːzi,a herbal medicine that is applied first to stop blood flow in case one gets any injury on the body,thing,ekyomoozi.wav,0
ekyomuhendo,ecomuhéndo,"worth, etc",thing,ekyomuhendo.wav,0
ekyondo,ecóndo,ekyongo1 n. land that stays uncultivated for some time after harvesting.. ekyongo2 n. a creeping plant in form of a pumpkin plant that bears small vegetables with spots that are green and white in colour,thing,ekyondo.wav,0
ekyonko,ecónko,observation or study,thing,ekyonko.wav,0
ekyoreezo,ecoɾéːzo,threatened extinction,thing,ekyoreezo.wav,0
ekyorezo,ecoɾézo,extermination of people or animals in big numbers,thing,ekyorezo.wav,0
ekyoshe,ecóʃe,tail fur,thing,ekyoshe.wav,0
ekyota,ecóta,heifer,thing,ekyota.wav,0
ekyoterero,ecoteɾéɾo,a container where they keep ingadients for perfumery,thing,ekyoterero.wav,0
ekyoto,ecóto,an engine or a machine,thing,ekyoto.wav,0
ekyoya,ecóya,vapour. ekyoya1 n. heat caused by hight temperature. ekyoya2 n,thing,ekyoya.wav,0
ekyozi,ecózi,pumpkin,thing,ekyozi.wav,0
ekyugu,ecúgu,has short legs and webbed pet,thing,ekyugu.wav,0
emaanyure,emaːɲúɾe,chicken,thing,emaanyure.wav,0
emambo,emámβo,pegs. embaare1 n. facial cuts on the body. embaare2 n. embagaaniso1 n. embagaaniso2 n. difference,thing,emambo.wav,0
embagane,emβagáne,a share,thing,embagane.wav,0
embaganiso,emβaganíso,a boundary,thing,embaganiso.wav,0
embago,emβágo,that is used in splitting wood,thing,embago.wav,0
embaijano,emβaijáno,something that is made out of wood,thing,embaijano.wav,0
embambuure,emβamβúːɾe,fierce and brave person,thing,embambuure.wav,0
embanda,emβánda,guards or baskets,thing,embanda.wav,0
embandama,emβandáma,retrogression,thing,embandama.wav,0
embandano,emβandáno,something acquired by chance for example food especially in the neighbour's home that one finds and eats yet they had not planned for him,thing,embandano.wav,0
embandure,emβandúɾe,a very concetrated distillation alcoholic drink,thing,embandure.wav,0
embangisano,emβaŋisáno,a beautification gap artificially made between the teeth,thing,embangisano.wav,0
embangurane,emβaŋuɾáne,EMBAGO. embari1 n. cotyledon,thing,embangurane.wav,0
embasha,emβáʃa,Arthritis,thing,embasha.wav,0
embatabata,emβataβáta,a type of short grass that is used in weaving baskets,thing,embatabata.wav,0
embatamo,emβatámo,extended flat bums,thing,embatamo.wav,0
embiriito,emβiɾíːto,a term used for poisoned meat,thing,embiriito.wav,0
embiriko,emβiɾíko,OMUJUGUJUGU. embiro1 adv. running fast,thing,embiriko.wav,0
embogooroki,emβogoːɾóki,the survivor,thing,embogooroki.wav,0
embohe,emβóhe,prisoner,thing,embohe.wav,0
emboigano,emβoigáno,captive,thing,emboigano.wav,0
emboigora,emβoigóɾa,a pointed face and thick heavy tail,thing,emboigora.wav,0
emboijana,emβoijána,a lonely person without friends or company (usually doing a ll the work alone with no one to help him),thing,emboijana.wav,0
embone,emβóne,eyelids,thing,embone.wav,0
emboneko,emβonéko,royal cup,thing,emboneko.wav,0
embonekyerezo,emβoneceɾézo,the first grasshopper one gets when collecting them,thing,embonekyerezo.wav,0
embonera,emβonéɾa,heifer,thing,embonera.wav,0
embooreera,emβoːɾéːɾa,rotten banana tree,thing,embooreera.wav,0
emboro,emβóɾo,penis,thing,emboro.wav,0
embuba,emβúβa,factory or other buildings stands. embuga2 n. fly,thing,embuba.wav,0
embugiiriro,emβugiːɾíɾo,end point,thing,embugiiriro.wav,0
embumbe,emβúmβe,round shaped. Good shaped legs,thing,embumbe.wav,0
embumbiro,emβumβíɾo,hearths,thing,embumbiro.wav,0
embumburi,emβumβúɾi, the spheroid shape of a millet meal.  a solid sphere or spheroid,thing,embumburi.wav,0
embundu,emβúndu,gun,thing,embundu.wav,0
embunduguru,emβundugúɾu,rounded or rotund object. embungabungi a person who cannot settle in one place and moves about all the the time,thing,embunduguru.wav,0
embunu,emβúnu,Sediments,thing,embunu.wav,0
embura-bujune,emβuɾa-βujúne,he or she is very poor,thing,embura-bujune.wav,0
emburabure,emβuɾaβúɾe,homeless persons,thing,emburabure.wav,0
emburaburirwa,emβuɾaβuɾíɾwa,a confused person,thing,emburaburirwa.wav,0
embura-butuuro,emβuɾa-βutúːɾo,homeless person ,thing,embura-butuuro.wav,0
embura-kareju,emβuɾa-kaɾéju,teenager,thing,embura-kareju.wav,0
embura-mukoro,emβuɾa-mukóɾo,someone who is doing nothing yet there are a nu mber of things to be done,thing,embura-mukoro.wav,0
emburi,emβúɾi,transhumance,thing,emburi.wav,0
emburimburi,emβuɾimβúɾi,round mass,thing,emburimburi.wav,0
emburugushu,emβuɾugúʃu,cartilage,thing,emburugushu.wav,0
embururu,emβuɾúɾu,a type of cooking banana specie with a relatively short tree and short banana fingers,thing,embururu.wav,0
emburuugi,emβuɾúːgi,bugle,thing,emburuugi.wav,0
embushukane,emβuʃukáne,unrelated,thing,embushukane.wav,0
embutukano,emβutukáno,a false pregnancy that has been made normal,thing,embutukano.wav,0
embuubi,emβúːβi,cows which have a greyish colour and believed to have originated from Tooro,thing,embuubi.wav,0
embuuru,emβúːɾu,sea,thing,embuuru.wav,0
embwaijana,emβwaijána,when one lacks enough labour force,thing,embwaijana.wav,0
embwakazi,emβwakázi,bitch,thing,embwakazi.wav,0
embwishwa,emβwíʃwa,edible roots of tropical climbing plant that grow in the bush,thing,embwishwa.wav,0
embyarano,emβyaɾáno,"herbs, shrubs, etc. which are planted by man",thing,embyarano.wav,0
emeeri,eméːɾi,ship,thing,emeeri.wav,0
emeeza,eméːza,table,thing,emeeza.wav,0
emi,émi,mucus like substance at birth,thing,emi.wav,0
emibobo,emiβóβo,a type of plant with large leaves whose fibres are used in weaving and sewing,thing,emibobo.wav,0
emicwe,emícwe,morals or behaviour,thing,emicwe.wav,0
emifunyarara,emifuɲaɾáɾa,folds,thing,emifunyarara.wav,0
emigaatwa,emigáːtwa,malnourished domestic animals,thing,emigaatwa.wav,0
emigagye,emigáɟe,food that has gone bad,thing,emigagye.wav,0
emigangare,emigaŋáɾe,hard stick,thing,emigangare.wav,0
emigasha,emigáʃa,a type of plant; it looks like coffee but it has thorns,thing,emigasha.wav,0
emigogo,emigógo,set,thing,emigogo.wav,0
emigoye,emigóye,muscles on both sides of the spinal cord,thing,emigoye.wav,0
emijuuju,emijúːju,extravagant,thing,emijuuju.wav,0
emikamba,emikámβa,sweet potato vines,thing,emikamba.wav,0
emikambi,emikámβi,banana juice residues,thing,emikambi.wav,0
emikaragye,emikaɾáɟe,type of plant that look like emirokora,thing,emikaragye.wav,0
emikooyooyo,emikoːyóːyo,plants used for smoking milk pots to give a good flavour to the milk,thing,emikooyooyo.wav,0
emikuyuuye,emikuyúːye,fried grasshoppers,thing,emikuyuuye.wav,0
emikwanzi,emikwánzi,skin disease,thing,emikwanzi.wav,0
emikwato,emikwáto,pledges,thing,emikwato.wav,0
eminya,emíɲa,round segments that make up a basket,thing,eminya.wav,0
eminyago,emiɲágo,booty,thing,eminyago.wav,0
eminyeeto,emiɲéːto,youth,thing,eminyeeto.wav,0
emirabanamu,emiɾaβanámu,bothersome problems,thing,emirabanamu.wav,0
emirambi,emiɾámβi,plateau,thing,emirambi.wav,0
emirambikirizo,emiɾamβikiɾízo,lower part of a bed,thing,emirambikirizo.wav,0
emirandira,emiɾandíɾa,for example potatoes,thing,emirandira.wav,0
emirite,emiɾíte,pressed banana fruits that became mashed and fail to yield juice,thing,emirite.wav,0
emishaabo,emiʃáːβo,a species of makoma plant,thing,emishaabo.wav,0
emitego,emitégo,bowed legs. This man has bowed legs,thing,emitego.wav,0
emitimbikirano,emitimβikiɾáno,piling,thing,emitimbikirano.wav,0
emiture,emitúɾe,half roasted or half cooked food. She served us half cooked sweet potatoes,thing,emiture.wav,0
emitwa,emítwa,wedding contributions,thing,emitwa.wav,0
emiyaago,emiyáːgo,condolence,thing,emiyaago.wav,0
emomo,emómo,stag,thing,emomo.wav,0
emondi,emóndi,irish potatoes,thing,emondi.wav,0
empaama,empáːma,a hard and dry ground,thing,empaama.wav,0
empaari,empáːɾi,a penis that is naturally without the foreskin,thing,empaari.wav,0
empaate,empáːte,a meal prepared from the type of banana that is normally used for brewing beer,thing,empaate.wav,0
empababo,empaβáβo,court fee,thing,empababo.wav,0
empagatwa,empagátwa,millet,thing,empagatwa.wav,0
empaka,empáka, argument,thing,empaka.wav,0
empamba,empámβa,a grown up pumpkin with hard cover,thing,empamba.wav,0
empambi,empámβi,bees,thing,empambi.wav,0
empa-mushoro,empa-muʃóɾo,a tax payer,thing,empa-mushoro.wav,0
empanami,empanámi,round worms,thing,empanami.wav,0
empandagate,empandagáte,dry land,thing,empandagate.wav,0
empanda-ya-munoni,empanda-ya-munóni,cows that were owned by exilees or emigrants who crossed via Ankore,thing,empanda-ya-munoni.wav,0
empande,empánde,peanuts,thing,empande.wav,0
empandiika,empandíːka,handwrting,thing,empandiika.wav,0
empangare,empaŋáɾe,a teenage girl or slightly older,thing,empangare.wav,0
empangi,empáŋi,a gap created by perpendicular drop between the tilled and the untilled parts of the garden,thing,empangi.wav,0
empangisano,empaŋisáno,something which is rented or hired. empango1 n. axe,thing,empangisano.wav,0
empanju,empánju,a small cricket,thing,empanju.wav,0
empanuura,empanúːɾa,the way one discusses and advances arguements,thing,empanuura.wav,0
empanyure,empaɲúɾe,a hen without feathers on the neck,thing,empanyure.wav,0
empara,empáɾa,cob,thing,empara.wav,0
emparaata,empaɾáːta,sores between two thighs caused by friction,thing,emparaata.wav,0
emparazi,empaɾázi,a person that is infactuated,thing,emparazi.wav,0
empayani,empayáni,a cow that is stubborn during the time of milking,thing,empayani.wav,0
empeeshano,empeːʃáno,artisan equipment,thing,empeeshano.wav,0
empene,empéne,goat,thing,empene.wav,0
empengyere,empeŋyéɾe,a meal of cooked unground maize usually mixed with beans. empengyere-z'abariisa n. a short plant that grows in the bush especially in the valleys that has small round fruits that are purple in colour and has many small millet like seeds inside them and are normally eaten by children,thing,empengyere.wav,0
empere,empéɾe,bed bugs,thing,empere.wav,0
emperegyeshu,empeɾeɟéʃu,cartilage,thing,emperegyeshu.wav,0
emperekano,empeɾekáno,a cow or a sheep entrusted tosomeone else's care,thing,emperekano.wav,0
emperu,empéɾu,the end of anything or the of Day of Jjudgement,thing,emperu.wav,0
empeta,empéta,etc,thing,empeta.wav,0
empihi,empíhi,indigestion,thing,empihi.wav,0
empiigano,empiːgáno,wild meat,thing,empiigano.wav,0
empiiha,empíːha,especially coins and paper notes given and accepted in buying and selling of goods and services. empiija2 n. elation,thing,empiiha.wav,0
empika,empíka,confidence to do somthing. empika2 n. a messanger,thing,empika.wav,0
empikira-kwema,empikiɾa-kwéma,heifer,thing,empikira-kwema.wav,0
empimbi,empímβi,log,thing,empimbi.wav,0
empimbo,empímβo,walking stick,thing,empimbo.wav,0
empinduka,empindúka,change,thing,empinduka.wav,0
empindura,empindúɾa,pancreas,thing,empindura.wav,0
empingi,empíŋi,garden tool,thing,empingi.wav,0
empingo,empíŋo,Shackles or handcuffs,thing,empingo.wav,0
empiri,empíɾi,puffadder,thing,empiri.wav,0
empirimbwa,empiɾímβwa,log,thing,empirimbwa.wav,0
empitirizo,empitiɾízo, needle,thing,empitirizo.wav,0
empitsi,empítsi,hyena,thing,empitsi.wav,0
empogo,empógo,cattle,thing,empogo.wav,0
empogoro,empogóɾo,food,thing,empogoro.wav,0
empokya,empóca,soya bean,thing,empokya.wav,0
emponoka,emponóka,survivor,thing,emponoka.wav,0
empooza,empóːza,an excise duty that is imposed by government or any authority,thing,empooza.wav,0
empotore,empotóɾe,twisted papyrus,thing,empotore.wav,0
empoza,empóza,plea,thing,empoza.wav,0
empuku,empúku,to eat secretely. They found her eating secretely,thing,empuku.wav,0
empumi,empúmi,a blind person,thing,empumi.wav,0
empunami,empunámi,consonants,thing,empunami.wav,0
empundu,empúndu,chimpanzee,thing,empundu.wav,0
empungi,empúŋi,refugee,thing,empungi.wav,0
empungu,empúŋu,eagle,thing,empungu.wav,0
empungurano,empuŋuɾáno,inherited item,thing,empungurano.wav,0
empungurwa,empuŋúɾwa,an inherited widow,thing,empungurwa.wav,0
empungye,empúŋye,extremist,thing,empungye.wav,0
empunika,empuníka,weed,thing,empunika.wav,0
empunu,empúnu,pig,thing,empunu.wav,0
empurizana,empuɾizána,communication,thing,empurizana.wav,0
empurizigana,empuɾizigána,"illnesses, etc known or understood by others through radios, letters, phones, etc",thing,empurizigana.wav,0
empuruutukye,empuɾuːtúce,a visitor who brings bad luck,thing,empuruutukye.wav,0
empuruzi,empuɾúzi,a messanger or someone who is sent to inform others about the death that has occured,thing,empuruzi.wav,0
empuuga,empúːga,a spear with different colours. empuuhu1 n. inner lining of the mouth when peeled. empuuhu2 n.  hides and skins,thing,empuuga.wav,0
empuukure,empuːkúɾe,alcohol,thing,empuukure.wav,0
empuumo,empúːmo,low pitched sound of a fast moving object,thing,empuumo.wav,0
empuunisa,empuːnísa,vowel,thing,empuunisa.wav,0
empuuta,empúːta,nile perch,thing,empuuta.wav,0
empwa-bwoba,empwa-βwóβa,a brave person,thing,empwa-bwoba.wav,0
empwitsi,empwítsi,where one has lost all the senses and memory,thing,empwitsi.wav,0
empyora,empyóɾa,a de-pigmented part of the skin,thing,empyora.wav,0
emungwe,emúŋwe,weavil,thing,emungwe.wav,0
emurikamihayo,emuɾikamiháyo,manifesto,thing,emurikamihayo.wav,0
emwe,émwe,one,thing,emwe.wav,0
emyejwera,emyejwéɾa,red eyes,thing,emyejwera.wav,0
emyerande,emyeɾánde,potatoes uprooted from runners,thing,emyerande.wav,0
emyotsyo,emyótsyo,roasted bananas or potatoes,thing,emyotsyo.wav,0
enaama,enáːma,secret,thing,enaama.wav,0
enaku,enáku,misery,thing,enaku.wav,0
enamba,enámβa,suitcases or containers that are accompaied by a passanger,thing,enamba.wav,0
enanaasi,enanáːsi,pineapple,thing,enanaasi.wav,0
encugura,encugúɾa,diarrhoea,thing,encugura.wav,0
encuju,encúju,tick,thing,encuju.wav,0
encumbwe,encúmβwe,bee wax,thing,encumbwe.wav,0
encundwa,encúndwa,cow,thing,encundwa.wav,0
encunku,encúnku,sour beer,thing,encunku.wav,0
encurazaara,encuɾazáːɾa,old woman,thing,encurazaara.wav,0
encuriko,encuɾíko,medicine,thing,encuriko.wav,0
encuro,encúɾo,basketful,thing,encuro.wav,0
encuubwa,encúːβwa,an outcast person,thing,encuubwa.wav,0
encuukye,encúːce,weaned child,thing,encuukye.wav,0
encwamba,encwámβa,death bed,thing,encwamba.wav,0
encwamutwe,encwamútwe,Calf,thing,encwamutwe.wav,0
encwekye,encwéce,someone who dies childless,thing,encwekye.wav,0
encwera,encwéɾa,cobra,thing,encwera.wav,0
endaaba,endáːβa,ornament,thing,endaaba.wav,0
endaaho,endáːho,castrated animal,thing,endaaho.wav,0
endaaki,endáːki,fire or attacks,thing,endaaki.wav,0
endaani,endáːni,a tunnel,thing,endaani.wav,0
endaare,endáːɾe,they left the banana plantation unweeded,thing,endaare.wav,0
endaariro,endaːɾíɾo,a light evening meal; served at night,thing,endaariro.wav,0
endaaro,endáːɾo,(usually used with enda y'endaaro) pregnancy concieved before marriage. endaaya1 n. endaaya2 n,thing,endaaro.wav,0
endagaano,endagáːno,agreement,thing,endagaano.wav,0
endagiiriro,endagiːɾíɾo,sign post or map of a place,thing,endagiiriro.wav,0
endahi,endáhi,quail,thing,endahi.wav,0
endahiro,endahíɾo,solemn or oath,thing,endahiro.wav,0
endamutsyo,endamútsyo,greeting,thing,endamutsyo.wav,0
endanga-muntu,endaŋa-múntu,identity card,thing,endanga-muntu.wav,0
endango,endáŋo,flag,thing,endango.wav,0
enda-nto,endá-nto,part of the abdomen below navel that contains urinary bladder and the womb in women,thing,enda-nto.wav,0
endarira,endaɾíɾa,bush,thing,endarira.wav,0
endatsi,endátsi,vigour,thing,endatsi.wav,0
endeebeka,endeːβéka,the appearance of somebody or something,thing,endeebeka.wav,0
endeeberera,endeːβeɾéɾa,maintainace,thing,endeeberera.wav,0
endeeberwamu,endeːβeɾwámu,mirror,thing,endeeberwamu.wav,0
endeebya,endéːβya,traitor or betrayer,thing,endeebya.wav,0
endeku,endéku,calabash that resembles a pumpkin,thing,endeku.wav,0
endeme,endéme,dishonest and immoral. endengo1 n. a container for measuring quantity of foodstuffs. The container for measuring the quantity of millet was too big. endengo2 n. maize tussels,thing,endeme.wav,0
endengwa-mwaka,endeŋwa-mwáka,stored crops,thing,endengwa-mwaka.wav,0
endengyerezi,endeŋyeɾézi,m i s e r ,thing,endengyerezi.wav,0
endenzya-mutima,endenzya-mutíma,an idiomatic way of talking about the end of something or somebody's life,thing,endenzya-mutima.wav,0
enderema,endeɾéma,vegetables,thing,enderema.wav,0
endibaariba,endiβaːɾíβa,flowers of a thorny coral tree,thing,endibaariba.wav,0
endibatiro,endiβatíɾo,footprint,thing,endibatiro.wav,0
